pair_id,response
""subcategories"": [
""Fact Updates"",
""Clarification"",
""Disambiguation""
]
},
{
""type"": ""Information Addition"",
""subcategories"": [
""Information Addition""

]
},
{
""type"": ""Information Deletion"",
""subcategories"": [
""Simplification"",
""Concisions""
]

]

}

Note that the subcategories are nested within the main category, and each subcategory is represented by a JSON object with a ""type"" field and a ""subcategories"" field containing an array of subcategory names."
128," Based on the provided paragraphs, I would classify the type of revision as:
1.1: Surface Changes
* Abbreviation
* Spelling
* Grammer
* Punctuation

1.3: Word and Sentence-level Edits

* Rephrase
* Paraphrase

2.1: Organizational Changes

* Refactoring
* Relocation

3.1: Information Updates


* Fact Updates
* Clarification
* Disambiguation

3.2: Information Addition


* None

3.3: Information Deletion


* Simplification
* Concision

4.1: Citations, References, and Linking Changes


* Table/Figure Reference Changes
* Linkings Changes

5: Others


Therefore, the JSON output would be:

{
""categories"": [
1.1,
1.3,
2.1,
3.1,
3.2,
3.3,
4.1,
5
]
}"
100," Based on the provided paragraphs, the type of revision can be classified as:
Revision Type: 1.1 - Surface Changes
The first paragraph mentions ""Spelling"" and ""Grammer"" as examples of surface changes, which are category 1.1 revisions.
Revision Type: 1.3 - Word and Sentence-level Edits
The second paragraph mentions ""Rephrase"" and ""Paraphrase"" as examples of word and sentence-level edits, which are category 1.3 revisions.
Revision Type: 2.1 - Organizational Changes
The third paragraph mentions ""Refactoring"" and ""Relocation"" as examples of organizational changes, which are category 2.1 revisions.
Revision Type: 3.1 - Information Updates
The fourth paragraph mentions ""Fact Updates"" and ""Clarification"" as examples of information updates, which are category 3.1 revisions.
Revision Type: 3.2 - Information Addition
The fifth paragraph mentions ""Information Addition"" as an example of information addition, which is category 3.2 revisions.
Revision Type: 3.3 - Information Deletion
The sixth paragraph mentions ""Simplification"" and ""Concisions"" as examples of information deletion, which are category 3.3 revisions.
Revision Type: 4.1 - Citations, References, and Linking Changes
The seventh paragraph mentions ""Table/Figure Reference Changes"" and ""Linkings Changes"" as examples of citations, references, and linking changes, which are category 4.1 revisions.
Revision Type: 5 - Others
The eighth paragraph mentions ""Others"" as an example of revisions that do not fit into any of the other categories, which are category 5 revisions.

Therefore, the output JSON data for the revisions would be:
{'categories': [1.1, 1.3, 2.1, 3.1, 3.2, 3.3, 4.1, 5]}"
9," Based on the provided paragraphs, the type of revision can be classified into the following categories:
1.1 Surface Changes:
* Abbreviation
* Spelling
* Grammar
* Punctuation

1.3 Word and Sentence-level Edits:
* Rephrase
* Paraphrase

2.1 Organizational Changes:

* Refactoring
* Relocation

3.1 Information Updates:

* Fact Updates
* Clarification
* Disambiguation

3.2 Information Addition

3.3 Information Deletion:

* Simplification
* Concision

4.1 Citations, References, and Linking Changes:

* Table/Figure Reference Changes
* Linkings Changes

5. Others:


Therefore, the output JSON data for the given paragraphs would be:
{
""categories"": [
1.1,
1.3,
2.1,
3.1,
3.2,
3.3,
4.1,
5
]
}"
182," Based on the given text, the type of revision can be classified into the following categories:
1.1 Surface Changes:
* Abbreviation
* Spelling
* Grammar
* Punctuation

1.3 Word and Sentence-level Edits:
* Rephrase
* Paraphrase

2.1 Organizational Changes:

* Refactoring
* Relocation

3.1 Information Updates:

* Fact Updates
* Clarification
* Disambiguation

3.2 Information Addition

3.3 Information Deletion:

* Simplification
* Concision

4.1 Citations, References, and Linking Changes:

* Table/Figure Reference Changes
* Linkings Changes

5 Others:

The JSON output for this revision would be: {'categories':[1.1, 1.3, 2.1, 3.1, 3.2, 3.3, 4.1, 5]}."
397," Based on the provided revision, I would classify it as a surface change revision.
The categories of revisions in the provided format are:
1.1: Surface Changes
* Abbreviation
* Spelling
* Grammar
* Punctuation

1.3: Word and Sentence-level Edits

* Rephrase
* Paraphrase

2.1: Organizational Changes

* Refactoring
* Relocation

3.1: Information Updates

* Fact Updates
* Clarification
* Disambiguation

3.2: Information Addition

* Addition of new information

3.3: Information Deletion

* Simplification
* Concision

4.1: Citations, References, and Linking Changes

* Table/Figure Reference Changes
* Linking Changes

5: Others

Therefore, the revision can be classified as a surface change revision with the following category indexes:
['1.1', '1.3', '2.1', '3.1', '3.2', '3.3', '4.1', '5']"
257," Based on the provided revisions, I would classify them into the following categories:
1.1 Surface Changes:
* Abbreviation (revised from ""Many modules allow you to install their objects in a schema of your choice. To do that, add SCHEMA schema_name to the CREATE EXTENSION command."" to ""Many modules allow you to install their objects in a schema of your choice. To do that, add SCHEMA schema_name to the CREATE EXTENSION command."")
* Spelling (revised from ""By default, the objects will be placed in your current creation target schema, typically public."" to ""By default, the objects will be placed in your current creation target schema, which in turn defaults to public."")
* Grammer (revised from ""To do that, add SCHEMA schema_name to the CREATE EXTENSION command."" to ""To do that, add SCHEMA schema_name to the CREATE EXTENSION command."")
* Punctuation (revised from ""Many modules allow you to install their objects in a schema of your choice. To do that, add SCHEMA schema_name to the CREATE EXTENSION command."" to ""Many modules allow you to install their objects in a schema of your choice. To do that, add SCHEMA schema_name to the CREATE EXTENSION command."")

1.3 Word and Sentence-level Edits:
* Rephrase (revised from ""Many modules allow you to install their objects in a schema of your choice. To do that, add SCHEMA schema_name to the CREATE EXTENSION command."" to ""Many modules allow you to install their objects in a schema of your choice. To do that, add SCHEMA schema_name to the CREATE EXTENSION command."")

2.1 Organizational Changes:
* Refactoring (revised from ""By default, the objects will be placed in your current creation target schema, typically public."" to ""By default, the objects will be placed in your current creation target schema, which in turn defaults to public."")

3.1 Information Updates:
* Fact Updates (revised from ""Many modules allow you to install their objects in a schema of your choice. To do that, add SCHEMA schema_name to the CREATE EXTENSION command."" to ""Many modules allow you to install their objects in a schema of your choice. To do that, add SCHEMA schema_name to the CREATE EXTENSION command."")
* Clarification (revised from ""To do that, add SCHEMA schema_name to the CREATE EXTENSION command."" to ""To do that, add SCHEMA schema_name to the CREATE EXTENSION command."")
* DIsambiguation (revised from ""Many modules allow you to install their objects in a schema of your choice. To do that, add SCHEMA schema_name to the CREATE EXTENSION command."" to ""Many modules allow you to install their objects in a schema of your choice. To do that, add SCHEMA schema_name to the CREATE EXTENSION command."")

3.2 Information Addition: N/A

3.3 Information Deletion: N/A

4.1 Citations, References, and Linking Changes: N/A

5 Others: N/A

Therefore, the revised revisions can be classified into the following categories:
1.1 Surface Changes
1.3 Word and Sentence-level Edits
2.1 Organizational Changes
3.1 Information Updates
3.2 Information Addition
3.3 Information Deletion
4.1 Citations, References, and Linking Changes
5 Others

The output JSON data would look like this:
{
""categories"": [
1.1, 1.3, 2.1, 3.1, 3.2, 3.3, 4.1, 5
]
}"
106," Based on the provided revision text, I can classify it into the following categories:
1.1 Surface Changes:
* Abbreviation
* Spelling
* Grammar
* Punctuation

1.3 Word and Sentence-level Edits:
* Rephrase
* Paraphrase

2.1 Organizational Changes:

* Refactoring
* Relocation

3.1 Information Updates:

* Fact Updates
* Clarification
* Disambiguation

3.2 Information Addition

3.3 Information Deletion:

* Simplification
* Concision

4.1 Citations, References, and Linking Changes:

* Table/Figure Reference Changes
* Linking Changes

5. Others:


Therefore, the output JSON data for this revision would be:
{
""categories"": [
1.1,
1.3,
2.1,
3.1,
3.2,
3.3,
4.1,
5
]
}"
375," Based on the provided paragraphs, the type of revision can be classified into the following categories:
1.1 Surface Changes:
* Abbreviation
* Spelling
* Grammar
* Punctuation

1.3 Word and Sentence-level Edits:
* Rephrase
* Paraphrase

2.1 Organizational Changes:

* Refactoring
* Relocation

3.1 Information Updates:

* Fact Updates
* Clarification
* Disambiguation

3.2 Information Addition

3.3 Information Deletion:

* Simplification
* Concision

4.1 Citations, References, and Linking Changes:

* Table/Figure Reference Changes
* Linking Changes

5. Others:


Therefore, the JSON output for this set of revisions would be:
{
""categories"": [
1.1,
1.3,
2.1,
3.1,
3.2,
3.3,
4.1,
5
]
}"
33," Based on the provided paragraphs, I would classify the type of revision as:
{
""categories"": [
{
""label"": ""1.1"",
""type"": ""Surface Changes""
},
{
""label"": ""1.3"",
""type"": ""Word and Sentence-level Edits""
},
{
""label"": ""2.1"",
""type"": ""Organizational Changes""
},
{
""label"": ""3.1"",
""type"": ""Information Updates""
},
{
""label"": ""3.2"",
""type"": ""Information Addition""
},
{
""label"": ""3.3"",
""type"": ""Information Deletion""
},
{
""label"": ""4.1"",
""type"": ""Citations, References, and Linking Changes""
},
{
""label"": ""5"",
""type"": ""Others""
}
]
}"
206," Based on the provided information, I can classify the type of revision as follows:
1.1 Surface Changes:
* Abbreviation
* Spelling
* Grammar
* Punctuation

1.3 Word and Sentence-level Edits:
* Rephrase
* Paraphrase

2.1 Organizational Changes:

* Refactoring
* Relocation

3.1 Information Updates:

* Fact Updates
* Clarification
* Disambiguation

3.2 Information Addition

3.3 Information Deletion:

* Simplification
* Concision

4.1 Citations, References, and Linking Changes:

* Table/Figure Reference Changes
* Linking Changes

5. Others:


Therefore, the output JSON data would be:

{
""categories"": [
{
""label"": ""Surface Changes"",
""subcategories"": [
{
""label"": ""Abbreviation"",
""count"": 1
},
{
""label"": ""Spelling"",
""count"": 1
},
{
""label"": ""Grammar"",
""count"": 1
},
{
""label"": ""Punctuation"",
""count"": 1
}
],
""categories"": [
{
""label"": ""Word and Sentence-level Edits"",
""subcategories"": [
{
""label"": ""Rephrase"",
""count"": 1
},
{
""label"": ""Paraphrase"",
""count"": 1
}
]
],
""categories"": [
{
""label"": ""Organizational Changes"",
""subcategories"": [
{
""label"": ""Refactoring"",
""count"": 1
},
{
""label"": ""Relocation"",
""count"": 1
}
]
],
""categories"": [
{
""label"": ""Information Updates"",
""subcategories"": [
{
""label"": ""Fact Updates"",
""count"": 1
},
{
""label"": ""Clarification"",
""count"": 1
},
{
""label"": ""Disambiguation"",
""count"": 1
}
],
""categories"": [
{
""label"": ""Information Addition"",
""subcategories"": [
{
""label"": ""Simplification"",
""count"": 1
},
{
""label"": ""Conciseness"",
""count"": 1
}
]
],
""categories"": [
{
""label"": ""Information Deletion"",
""subcategories"": [
{
""label"": ""Simplification"",
""count"": 1
},
{
""label"": ""Conciseness"",
""count"": 1
}
]
]
}

Note that the ""count"" value represents the number of times each category or subcategory was found in the given text."
445," Sure! Based on the provided text, I can see that there are 8 different types of revisions:
1.1: Surface Changes
* Abbreviation
* Spelling
* Grammar
* Punctuation

1.3: Word and Sentence-level Edits

* Rephrase
* Paraphrase

2.1: Organizational Changes

* Refactoring
* Relocation

3.1: Information Updates

* Fact Updates
* Clarification
* Disambiguation

3.2: Information Addition


3.3: Information Deletion

* Simplification
* Concision

4.1: Citations, References, and Linking Changes

* Table/Figure Reference Changes
* Linking Changes

5: Others

Therefore, the output JSON data would be:
{
""categories"": [
1.1, 1.3, 2.1, 3.1, 3.2, 3.3, 4.1, 5
]
}"
94," Based on the provided text, I can classify the type of revision as follows:
The categories of revisions are:
1.1: Surface Changes
	* Abbreviation
	* Spelling
	* Grammar
	* Punctuation

1.3: Word and Sentence-level Edits
	* Rephrase
	* Paraphrase

2.1: Organizational Changes
	* Refactoring
	* Relocation

3.1: Information Updates
	* Fact Updates
	* Clarification
	* Disambiguation

3.2: Information Addition

3.3: Information Deletion
	* Simplification
	* Concision

4.1: Citations, References, and Linking Changes
	* Table/Figure Reference Changes
	* Linking Changes

5: Others

The output JSON data for the given revision would be:
{
""categories"": [
1.1,
1.3,
2.1,
3.1,
3.2,
3.3,
4.1,
5
]
}"
272," Sure, I can help you with that! Based on the provided text, I can classify the type of revision as follows:
The categories of revisions are:
1.1: Surface Changes
	* Abbreviation
	* Spelling
	* Grammar
	* Punctuation

1.3: Word and Sentence-level Edits
	* Rephrase
	* Paraphrase

2.1: Organizational Changes
	* Refactoring
	* Relocation

3.1: Information Updates
	* Fact Updates
	* Clarification
	* Disambiguation

3.2: Information Addition

3.3: Information Deletion
	* Simplification
	* Concision

4.1: Citations, References, and Linking Changes
	* Table/Figure Reference Changes
	* Linking Changes

5: Others

So, the output JSON data would look like this:
{
""categories"": [
1.1,
1.3,
2.1,
3.1,
3.2,
3.3,
4.1,
5
]
}

Explanation:

* 1.1: Surface Changes - This category includes revisions related to abbreviations, spelling, grammar, and punctuation.
* 1.3: Word and Sentence-level Edits - This category includes revisions related to rephrasing, paraphrasing, and other sentence-level edits.
* 2.1: Organizational Changes - This category includes revisions related to refactoring and relocation.
* 3.1: Information Updates - This category includes revisions related to fact updates, clarification, and disambiguation.
* 3.2: Information Addition - This category includes revisions related to adding new information.
* 3.3: Information Deletion - This category includes revisions related to simplifying or concisely writing content.
* 4.1: Citations, References, and Linking Changes - This category includes revisions related to updating citations, references, and links.
* 5: Others - This category includes revisions that do not fit into any of the other categories.
I hope this helps! Let me know if you have any further questions."
413," Based on the provided information, I can classify the type of revision between the two paragraphs as a ""Text Revision"" with the following categories:
1.1: Surface Changes - Abbreviation, Spelling, Grammar, Punctuation
1.3: Word and Sentence-level Edits - Rephrase, Paraphrase
2.1: Organizational Changes - Refactoring, Relocation
3.1: Information Updates - Fact Updates, Clarification, Disambiguation
3.2: Information Addition
3.3: Information Deletion - Simplification, Concision
4.1: Citations, References, and Linking Changes - Table/Figure Reference Changes, Linking Changes
5: Others

Therefore, the output JSON data would be:
{'categories': [
1.1, 1.3, 2.1, 3.1, 3.2, 3.3, 4.1, 5
]}"
51," Based on the provided revision types, the two paragraphs can be classified as follows:
Paragraph 1:
* Revision type: 1.1 - Surface Changes
The first paragraph contains surface changes, specifically spelling, grammar, and punctuation changes.


























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































MS





MS

MS





MS



















































MS










MS















MS







MS





























































































MS




























































































MS











----------------













##

MS









MS
MS
MS






MS

MSMSMS

MS
MS

()






MS

MS










MS



MS
MS
MS




MS



"
440," Based on the provided revisions, I can classify them into the following categories:
1.1: Surface Changes
* Abbreviation
* Spelling
* Grammer
* Punctuation

1.3: Word and Sentence-level Edits

* Rephrase
* Paraphrase

2.1: Organizational Changes

* Refactoring
* Relocation

3.1: Information Updates

* Fact Updates
* Clarification
* Disambiguation

3.2: Information Addition

* Simplification
* Concision

3.3: Information Deletion

* Simplification
* Concision

4.1: Citations, References, and Linking Changes

* Table/Figure Reference Changes
* Linkings Changes

5: Others

Therefore, the output JSON data for these revisions would be:
{
""categories"": [
{
""label"": ""1.1"",
""revisions"": [
{
""type"": ""abbreviation""
}, {
""type"": ""spelling""
}, {
""type"": ""grammer""
}, {
""type"": ""punctuation""
}
]
}, {
""label"": ""1.3"",
""revisions"": [
{
""type"": ""rephrase""
}, {
""type"": ""paraphrase""
}
]
}, {
""label"": ""2.1"",
""revisions"": [
{
""type"": ""refactoring""
}, {
""type"": ""relocation""
}
]
}, {
""label"": ""3.1"",
""revisions"": [
{
""type"": ""fact_updates""
}, {
""type"": ""clarification""
}, {
""type"": ""disambiguation""
}
]
}, {
""label"": ""3.2"",
""revisions"": [
{
""type"": ""simplification""
}, {
""type"": ""concisions""
}
]
}, {
""label"": ""3.3"",
""revisions"": [
{
""type"": ""information_deletion""
}, {
""type"": ""simplification""
}, {
""type"": ""concisions""
}
]
}, {
""label"": ""4.1"",
""revisions"": [
{
""type"": ""table_figure_reference_changes""
}, {
""type"": ""linkings_changes""
}
]
], {
""label"": ""5"",
""revisions"": [
{
""type"": ""others""
}
]
}

Note that some revisions may belong to more than one category, so they are listed in the output JSON data multiple times."
446," Based on the provided paragraphs, the type of revision can be classified into the following categories:
1.1 Surface Changes:
* Abbreviation
* Spelling
* Grammar
* Punctuation

1.3 Word and Sentence-level Edits:

* Rephrase
* Paraphrase

2.1 Organizational Changes:

* Refactoring
* Relocation

3.1 Information Updates:


* Fact Updates
* Clarification
* Disambiguation

3.2 Information Addition

3.3 Information Deletion:


* Simplification
* Concision

4.1 Citations, References, and Linking Changes:


* Table/Figure Reference Changes
* Linking Changes

5. Others:


Therefore, the output JSON data for the given paragraphs would be:
{
""categories"": [
1.1, 1.3, 2.1, 3.1, 3.2, 3.3, 4.1, 5
]
}"
368," Based on the provided text, I can classify the revisions into the following categories:
1.1 Surface Changes:
* Abbreviation
* Spelling
* Grammar
* Punctuation

1.3 Word and Sentence-level Edits:
* Rephrase
* Paraphrase

2.1 Organizational Changes:

* Refactoring
* Relocation

3.1 Information Updates:

* Fact Updates
* Clarification
* Disambiguation

3.2 Information Addition

3.3 Information Deletion:

* Simplification
* Concision

4.1 Citations, References, and Linking Changes:

* Table/Figure Reference Changes
* Linking Changes

5 Others:

The output JSON data would be: {'categories': [1.1, 1.3, 2.1, 3.1, 3.2, 3.3, 4.1, 5]}"
371," Based on the provided text, I can classify the type of revision as follows:
1.1 Surface Changes:
* Abbreviation: ""Acquired by the ALTER TABLE, DROP TABLE, TRUNCATE, REINDEX, CLUSTER, and VACUUM FULL commands.""
* Spelling: ""Serializable"" is spelled correctly.
* Grammar: There are no grammatical errors in the given text.
* Punctuation: The punctuation is correct throughout the text.

1.3 Word and Sentence-level Edits:
* Rephrase: The text is rephrased slightly to improve readability.
* Paraphrase: The text is paraphrased to provide a different wording without changing the meaning.

2.1 Organizational Changes:

* Refactoring: The text is reorganized to improve structure and readability.
* Relocation: The text is moved to a different location within the document.

3.1 Information Updates:

* Fact Updates: The text includes updated information.
* Clarification: The text provides additional clarification on a previous statement.
* Disambiguation: The text clarifies any ambiguity in a previous statement.

3.2 Information Addition:

* The text includes new information that was not present in the original text.

3.3 Information Deletion:

* Simplification: The text is simplified to remove unnecessary information.
* Concision: The text is shortened to improve readability.

4.1 Citations, References, and Linking Changes:

* Table/Figure Reference Changes: The text includes updated references to tables and figures.
* Linkings Changes: The text includes updated links to other parts of the document.

5. Others:

* The text includes other types of revisions not classified above.

Therefore, the output JSON data for this text would be:
{
""categories"": [
1.1, 1.3, 2.1, 3.1, 3.2, 3.3, 4.1, 5
]
}"
415," Based on the provided paragraphs, I would classify the type of revision as:
1.1 Surface Changes:
* Abbreviation
* Spelling
* Grammar
* Punctuation

1.3 Word and Sentence-level Edits:
* Rephrase
* Paraphrase

2.1 Organizational Changes:

* Refactoring
* Relocation

3.1 Information Updates:

* Fact Updates
* Clarification
* Disambiguation

3.2 Information Addition

3.3 Information Deletion:

* Simplification
* Concision

4.1 Citations, References, and Linking Changes:

* Table/Figure Reference Changes
* Linkings Changes

5. Others:


Therefore, the output JSON data would be:
{
""categories"": [
1.1,
1.3,
2.1,
3.1,
3.2,
3.3,
4.1,
5
]
}"
191," Based on the provided text, I would classify the revisions as follows:
* 1.1: Surface Changes - Abbreviation, Spelling, Grammar, Punctuation (2 revisions)
* 1.3: Word and Sentence-level Edits - Rephrase, Paraphrase (2 revisions)
* 2.1: Organizational Changes - Refactoring, Relocation (2 revisions)
* 3.1: Information Updates - Fact Updates, Clarification, Disambiguation (3 revisions)
* 3.2: Information Addition (1 revision)
* 3.3: Information Deletion - Simplification, Concision (2 revisions)
* 4.1: Citations, References, and Linking Changes - Table/Figure Reference Changes, Linking Changes (2 revisions)
* 5: Others (1 revision)

Therefore, the output JSON data would be:
{
""categories"": [
1.1,
1.3,
2.1,
3.1,
3.2,
3.3,
4.1,
5,
]
}"
58," Based on the provided text, I would classify the revisions as follows:
* 1.1: Surface Changes (abbreviation, spelling, grammar, punctuation)
* 1.3: Word and Sentence-level Edits (rephrase, paraphrase)
* 2.1: Organizational Changes (refactoring, relocation)
* 3.1: Information Updates (fact updates, clarification, disambiguation)
* 3.2: Information Addition
* 3.3: Information Deletion (simplification, concision)
* 4.1: Citations, References, and Linking Changes (table/figure reference changes, linking changes)
* 5: Others

Therefore, the output JSON data would be:
{
""categories"": [
1.1,
1.3,
2.1,
3.1,
3.2,
3.3,
4.1,
5
]
}"
289," Based on the provided text, I would classify the revisions as follows:
1.1 Surface Changes:
* Abbreviation (in the phrase ""In the case where"")
* Spelling (in the phrase ""multiple label providers"")
* Grammar (in the phrase ""This is currently not done due to implementation restrictions"")
* Punctuation (in the sentence ""When ALTER command is executed, setattr will be checked on the object being modified for each object types, except for subsidiary objects such as the indexes or triggers of a table, where permissions are instead checked on the parent object."")

1.3 Word and Sentence-level Edits:
* Rephrase (in the sentence ""In the case where multiple label providers are installed and the user tries to set a security label, but it is not managed by SELinux, only setattr should be checked here."")
* Paraphrase (in the sentence ""When ALTER command is executed, setattr will be checked on the object being modified for each object types, except for subsidiary objects such as the indexes or triggers of a table, where permissions are instead checked on the parent object."")

2.1 Organizational Changes:
* Refactoring (in the sentence ""In the case where multiple label providers are installed and the user tries to set a security label, but it is not managed by SELinux, only setattr should be checked here."")
* Relocation (in the sentence ""When ALTER command is executed, setattr will be checked on the object being modified for each object types, except for subsidiary objects such as the indexes or triggers of a table, where permissions are instead checked on the parent object."")

3.1 Information Updates:
* Fact Updates (in the sentence ""In the case where multiple label providers are installed and the user tries to set a security label, but it is not managed by SELinux, only setattr should be checked here."")
* Clarification (in the sentence ""When ALTER command is executed, setattr will be checked on the object being modified for each object types, except for subsidiary objects such as the indexes or triggers of a table, where permissions are instead checked on the parent object."")
